año,mes,periodo,codigo_distribuidora,codigo_agencia,meta_venta,meta_unidades
2025,1,202501,DIST_007,AGE-701,67292874.0,17150
2025,1,202501,DIST_007,AGE-702,42711624.0,19414
2025,1,202501,DIST-007,AGE-703,43645317.0,14786
2025,1,202501,DIST-007,AGE-704,81521313.0,14216
2025,1,202501,DIST-008,AGM-801,49093952.0,9207
2025,1,202501,DIST_008,AGM-802,60062424.0,8804
2025,1,202501,DIST-008,AGM-803,68385635.0,7160
2025,1,202501,DIST-008,AGM-804,34357257.0,7660
2025,1,202501,DIST_008,AGM-805,83472761.0,13759
2025,1,202501,DIST-009,AGA-901,57038538.0,9705
2025,1,202501,DIST-009,AGA-902,34120549.0,18985
2025,1,202501,DIST-009,AGA-903,30595006.0,11523
2025,1,202501,DIST_010,AGP-1001,83243539.0,9793
2025,1,202501,DIST_010,AGP-1002,31601326.0,14844
2025,1,202501,DIST_010,AGP-1003,50214086.0,5690
2025,1,202501,DIST-010,AGP-1004,75082575.0,5681
2025,2,202502,DIST-001,AGN-101,35596902.0,11907
2025,2,202502,DIST-001,AGN-102,47950319.0,10701
2025,2,202502,DIST-001,AGN-103,71267442.0,14059
2025,2,202502,DIST-002,AGC-201,56516469.0,19243
2025,2,202502,DIST-002,AGC-202,72628894.0,9853
2025,2,202502,DIST-002,AGC-203,50361022.0,14722
2025,2,202502,DIST_002,AGC-204,61627916.0,11290
2025,2,202502,DIST-003,AGS-301,44218731.0,11211
2025,2,202502,DIST-003,AGS-302,37110152.0,9920
2025,2,202502,DIST-003,AGS-303,26364850.0,14553
2025,2,202502,DIST_003,AGS-304,59609783.0,9298
2025,2,202502,DIST-003,AGS-305,42370134.0,7991
2025,2,202502,DIST-004,AGO-401,57966839.0,12148
2025,2,202502,DIST-004,AGO-402,57372961.0,7108
2025,2,202502,DIST-004,AGO-403,26638774.0,11221
2025,2,202502,DIST-005,AGW-501,36928735.0,5615
2025,2,202502,DIST-005,AGW-502,71648616.0,6062
2025,2,202502,DIST_005,AGW-503,81807507.0,6979
2025,2,202502,DIST-005,AGW-504,65151601.0,6734
2025,2,202502,DIST-006,AGU-601,39316472.0,10173
2025,2,202502,DIST-006,AGU-602,69167222.0,11253
2025,2,202502,DIST-006,AGU-603,64594569.0,7195
2025,2,202502,DIST-007,AGE-701,63114656.0,11996
2025,2,202502,DIST-007,AGE-702,69030638.0,11342
2025,2,202502,DIST_007,AGE-703,45979967.0,9795
2025,2,202502,DIST-007,AGE-704,28067292.0,13848
2025,2,202502,DIST_008,AGM-801,77435915.0,14852
2025,2,202502,DIST-008,AGM-802,35503288.0,13864
2025,2,202502,DIST-008,AGM-803,68621722.0,14259
2025,2,202502,DIST-008,AGM-804,42877651.0,6004
2025,2,202502,DIST-008,AGM-805,73047353.0,9287
2025,2,202502,DIST-009,AGA-901,59968579.0,15654
2025,2,202502,DIST_009,AGA-902,66624130.0,5327
2025,2,202502,DIST-009,AGA-903,44864272.0,5284
2025,2,202502,DIST-010,AGP-1001,76750122.0,17355
2025,2,202502,DIST-010,AGP-1002,74871947.0,5077
2025,2,202502,DIST_010,AGP-1003,71793349.0,5513
2025,2,202502,DIST_010,AGP-1004,75163349.0,7694
2025,3,202503,DIST-001,AGN-101,64788697.0,7181
2025,3,202503,DIST_001,AGN-102,99813520.0,10162
2025,3,202503,DIST-001,AGN-103,60372582.0,17611
2025,3,202503,DIST-002,AGC-201,44665605.0,10213
2025,3,202503,DIST-002,AGC-202,57739246.0,6405
2025,3,202503,DIST-002,AGC-203,93110766.0,11468
2025,3,202503,DIST-002,AGC-204,95341038.0,17870
2025,3,202503,DIST_003,AGS-301,81952989.0,10108
2025,3,202503,DIST-003,AGS-302,68511774.0,17683
2025,3,202503,DIST-003,AGS-303,54564501.0,8365
2025,3,202503,DIST-003,AGS-304,65345382.0,7578
2025,3,202503,DIST-003,AGS-305,91867514.0,8048
2025,3,202503,DIST-004,AGO-401,88433143.0,18113
2025,3,202503,DIST_004,AGO-402,78906122.0,9407
2025,3,202503,DIST_004,AGO-403,41156725.0,6114
2025,3,202503,DIST-005,AGW-501,58366845.0,5724
2025,3,202503,DIST_005,AGW-502,46979662.0,11261
2025,3,202503,DIST-005,AGW-503,86170052.0,9024
2025,3,202503,DIST-005,AGW-504,82324462.0,7861
2025,3,202503,DIST-006,AGU-601,46846538.0,13625
2025,3,202503,DIST-006,AGU-602,47454750.0,18539
2025,3,202503,DIST-006,AGU-603,92819254.0,5211
2025,3,202503,DIST-007,AGE-701,34055683.0,19297
2025,3,202503,DIST_007,AGE-702,80304506.0,13635
2025,3,202503,DIST-007,AGE-703,79342943.0,5821
2025,3,202503,DIST-007,AGE-704,93467911.0,7190
2025,3,202503,DIST-008,AGM-801,60578805.0,5145
2025,3,202503,DIST-008,AGM-802,51000168.0,19083
2025,3,202503,DIST-008,AGM-803,85752415.0,18180
2025,3,202503,DIST_008,AGM-804,57263816.0,16154
2025,3,202503,DIST_008,AGM-805,63684974.0,6362
2025,3,202503,DIST-009,AGA-901,82841622.0,16862
2025,3,202503,DIST_009,AGA-902,72808246.0,9626
2025,3,202503,DIST-009,AGA-903,75145055.0,7299
2025,3,202503,DIST_010,AGP-1001,75914513.0,17836
2025,3,202503,DIST_010,AGP-1002,40296657.0,15480
2025,3,202503,DIST-010,AGP-1003,65041059.0,6781
2025,3,202503,DIST_010,AGP-1004,81478635.0,18440
2025,4,202504,DIST_001,AGN-101,97619399.0,17824
2025,4,202504,DIST-001,AGN-102,30254361.0,8607
2025,4,202504,DIST-001,AGN-103,73223244.0,15144
2025,4,202504,DIST-002,AGC-201,96793962.0,11408
2025,4,202504,DIST-002,AGC-202,58467984.0,7598
2025,4,202504,DIST_002,AGC-203,53165422.0,14386
2025,4,202504,DIST-002,AGC-204,49834705.0,12849
2025,4,202504,DIST-003,AGS-301,41285282.0,11263
2025,4,202504,DIST-003,AGS-302,42487070.0,15547
2025,4,202504,DIST-003,AGS-303,75770387.0,12304
2025,4,202504,DIST-003,AGS-304,48806772.0,16213
2025,4,202504,DIST_003,AGS-305,81849006.0,7241
2025,4,202504,DIST_004,AGO-401,51062230.0,10351
2025,4,202504,DIST-004,AGO-402,66609845.0,10067
2025,4,202504,DIST-004,AGO-403,38020495.0,18086
2025,4,202504,DIST-005,AGW-501,80621723.0,12925
2025,4,202504,DIST-005,AGW-502,93600009.0,18798
2025,4,202504,DIST-005,AGW-503,36692437.0,19718
2025,4,202504,DIST_005,AGW-504,56096255.0,19238
2025,4,202504,DIST-006,AGU-601,87203260.0,10878
2025,4,202504,DIST-006,AGU-602,51290559.0,6511
2025,4,202504,DIST_006,AGU-603,87368897.0,12445
2025,4,202504,DIST-007,AGE-701,63092703.0,18205
2025,4,202504,DIST-007,AGE-702,36840321.0,15125
2025,4,202504,DIST-007,AGE-703,94687302.0,13144
2025,4,202504,DIST_007,AGE-704,84581088.0,12810
2025,4,202504,DIST-008,AGM-801,41461931.0,17740
2025,4,202504,DIST-008,AGM-802,67282871.0,18515
2025,4,202504,DIST-008,AGM-803,94648842.0,6587
2025,4,202504,DIST-008,AGM-804,43885000.0,16461
2025,4,202504,DIST_008,AGM-805,53361935.0,19079
2025,4,202504,DIST_009,AGA-901,82629952.0,15087
2025,4,202504,DIST-009,AGA-902,97342530.0,5375
2025,4,202504,DIST-009,AGA-903,51717515.0,11443
2025,4,202504,DIST-010,AGP-1001,92871054.0,15289
2025,4,202504,DIST-010,AGP-1002,74991817.0,12457
2025,4,202504,DIST-010,AGP-1003,56569524.0,12637
2025,4,202504,DIST-010,AGP-1004,38664680.0,14732
2025,5,202505,DIST-001,AGN-101,40754084.0,17972
2025,5,202505,DIST-001,AGN-102,56331615.0,10758
2025,5,202505,DIST-001,AGN-103,94897378.0,19076
2025,5,202505,DIST_002,AGC-201,38224581.0,14530
2025,5,202505,DIST-002,AGC-202,83397519.0,16505
2025,5,202505,DIST-002,AGC-203,53229464.0,19699
2025,5,202505,DIST-002,AGC-204,91833384.0,17595
2025,5,202505,DIST-003,AGS-301,31675709.0,12054
2025,5,202505,DIST-003,AGS-302,89547066.0,8595
2025,5,202505,DIST-003,AGS-303,49722162.0,12577
2025,5,202505,DIST-003,AGS-304,91201267.0,7721
2025,5,202505,DIST-003,AGS-305,43376069.0,10886
2025,5,202505,DIST-004,AGO-401,35143110.0,5607
2025,5,202505,DIST-004,AGO-402,88021350.0,16356
2025,5,202505,DIST_004,AGO-403,74697592.0,9678
2025,5,202505,DIST-005,AGW-501,93288297.0,14572
2025,5,202505,DIST-005,AGW-502,78569159.0,13673
2025,5,202505,DIST-005,AGW-503,57166851.0,6233
2025,5,202505,DIST-005,AGW-504,42522036.0,10435
2025,5,202505,DIST-006,AGU-601,78250328.0,19430
2025,5,202505,DIST-006,AGU-602,72105424.0,14508
2025,5,202505,DIST_006,AGU-603,82457548.0,10285
2025,5,202505,DIST_007,AGE-701,38732252.0,12111
2025,5,202505,DIST-007,AGE-702,34752154.0,5097
2025,5,202505,DIST-007,AGE-703,36900472.0,18630
2025,5,202505,DIST-007,AGE-704,48703933.0,17950
2025,5,202505,DIST_008,AGM-801,39580581.0,9232
2025,5,202505,DIST-008,AGM-802,30493036.0,9020
2025,5,202505,DIST-008,AGM-803,54358511.0,9846
2025,5,202505,DIST-008,AGM-804,51027890.0,8281
2025,5,202505,DIST-008,AGM-805,82849427.0,6246
2025,5,202505,DIST-009,AGA-901,80356525.0,11795
2025,5,202505,DIST-009,AGA-902,89489309.0,6717
2025,5,202505,DIST-009,AGA-903,68960631.0,15418
2025,5,202505,DIST-010,AGP-1001,42302187.0,5831
2025,5,202505,DIST-010,AGP-1002,93468016.0,6491
2025,5,202505,DIST-010,AGP-1003,89263517.0,11447
2025,5,202505,DIST-010,AGP-1004,58833275.0,16766
2025,6,202506,DIST-001,AGN-101,47452573.0,16957
2025,6,202506,DIST-001,AGN-102,56687753.0,5061
2025,6,202506,DIST-001,AGN-103,84226390.0,18116
2025,6,202506,DIST-002,AGC-201,94432043.0,13671
2025,6,202506,DIST-002,AGC-202,85256306.0,8090
2025,6,202506,DIST_002,AGC-203,61436452.0,6335
2025,6,202506,DIST_002,AGC-204,97391587.0,5680
2025,6,202506,DIST-003,AGS-301,86330920.0,13929
2025,6,202506,DIST-003,AGS-302,87630473.0,17599
2025,6,202506,DIST-003,AGS-303,62760840.0,18848
2025,6,202506,DIST-003,AGS-304,55013977.0,5253
2025,6,202506,DIST-003,AGS-305,116773446.0,14994
2025,6,202506,DIST_004,AGO-401,82235244.0,16022
2025,6,202506,DIST-004,AGO-402,65901092.0,7081
2025,6,202506,DIST-004,AGO-403,69912962.0,18386
2025,6,202506,DIST-005,AGW-501,37832711.0,14308
2025,6,202506,DIST-005,AGW-502,104058980.0,6524
2025,6,202506,DIST-005,AGW-503,49204658.0,5256
2025,6,202506,DIST-005,AGW-504,82212773.0,8799
2025,6,202506,DIST-006,AGU-601,50592952.0,16440
2025,6,202506,DIST-006,AGU-602,92530187.0,19509
2025,6,202506,DIST-006,AGU-603,51621390.0,13291
2025,6,202506,DIST-007,AGE-701,52936144.0,10572
2025,6,202506,DIST-007,AGE-702,119987748.0,18850
2025,6,202506,DIST-007,AGE-703,77454888.0,19280
2025,6,202506,DIST_007,AGE-704,39089318.0,15753
2025,6,202506,DIST_008,AGM-801,105689198.0,7140
2025,6,202506,DIST-008,AGM-802,113245141.0,5783
2025,6,202506,DIST-008,AGM-803,80209678.0,5705
2025,6,202506,DIST-008,AGM-804,112217160.0,11575
2025,6,202506,DIST_008,AGM-805,92940996.0,15686
2025,6,202506,DIST-009,AGA-901,45773816.0,11090
2025,6,202506,DIST-009,AGA-902,105244583.0,10591
2025,6,202506,DIST-009,AGA-903,41629985.0,10327
2025,6,202506,DIST-010,AGP-1001,93074461.0,18242
2025,6,202506,DIST-010,AGP-1002,63994058.0,12090
2025,6,202506,DIST_010,AGP-1003,96750210.0,17476
2025,6,202506,DIST-010,AGP-1004,64079015.0,8752
2025,7,202507,DIST_001,AGN-101,32701809.0,7215
2025,7,202507,DIST-001,AGN-102,71619517.0,18896
2025,7,202507,DIST-001,AGN-103,45214196.0,15159
2025,7,202507,DIST-002,AGC-201,41361251.0,19329
2025,7,202507,DIST_002,AGC-202,86347674.0,6055
2025,7,202507,DIST_002,AGC-203,57629027.0,9080
2025,7,202507,DIST-002,AGC-204,39650033.0,7784
2025,7,202507,DIST-003,AGS-301,94465740.0,8297
2025,7,202507,DIST-003,AGS-302,50668687.0,9688
2025,7,202507,DIST-003,AGS-303,58833501.0,15444
2025,7,202507,DIST-003,AGS-304,67135638.0,9003
2025,7,202507,DIST-003,AGS-305,95061069.0,18487
2025,7,202507,DIST-004,AGO-401,96533217.0,15926
2025,7,202507,DIST-004,AGO-402,71015934.0,9219
2025,7,202507,DIST-004,AGO-403,50877596.0,12184
2025,7,202507,DIST_005,AGW-501,31898850.0,10423
2025,7,202507,DIST-005,AGW-502,61496183.0,10409
2025,7,202507,DIST-005,AGW-503,56676589.0,9151
2025,7,202507,DIST-005,AGW-504,51311739.0,11559
2025,7,202507,DIST-006,AGU-601,71532592.0,18237
2025,7,202507,DIST_006,AGU-602,89740734.0,17428
2025,7,202507,DIST-006,AGU-603,68797817.0,11272
2025,7,202507,DIST-007,AGE-701,66995347.0,9076
2025,7,202507,DIST-007,AGE-702,95356107.0,14188
2025,7,202507,DIST-007,AGE-703,71625901.0,14071
2025,7,202507,DIST-007,AGE-704,89051810.0,5372
2025,7,202507,DIST-008,AGM-801,41846299.0,14455
2025,7,202507,DIST-008,AGM-802,47167814.0,14020
2025,7,202507,DIST-008,AGM-803,63621529.0,6672
2025,7,202507,DIST-008,AGM-804,56947709.0,6630
2025,7,202507,DIST-008,AGM-805,99951573.0,6368
2025,7,202507,DIST-009,AGA-901,70540647.0,12936
2025,7,202507,DIST-009,AGA-902,65040239.0,18176
2025,7,202507,DIST-009,AGA-903,32165471.0,7976
2025,7,202507,DIST-010,AGP-1001,96282269.0,7294
2025,7,202507,DIST-010,AGP-1002,70645389.0,6095
2025,7,202507,DIST-010,AGP-1003,30100206.0,9046
2025,7,202507,DIST_010,AGP-1004,96333969.0,14591
2025,8,202508,DIST-001,AGN-101,81164120.0,18914
2025,8,202508,DIST-001,AGN-102,56401290.0,8937
2025,8,202508,DIST-001,AGN-103,72024567.0,9340
2025,8,202508,DIST-002,AGC-201,49168661.0,18153
2025,8,202508,DIST-002,AGC-202,66980345.0,11455
2025,8,202508,DIST_002,AGC-203,77579175.0,7829
2025,8,202508,DIST-002,AGC-204,85292962.0,11838
2025,8,202508,DIST-003,AGS-301,74882238.0,15942
2025,8,202508,DIST-003,AGS-302,63566916.0,8787
2025,8,202508,DIST_003,AGS-303,82204143.0,7382
2025,8,202508,DIST-003,AGS-304,66453931.0,11132
2025,8,202508,DIST-003,AGS-305,85063024.0,9181
2025,8,202508,DIST-004,AGO-401,62216546.0,11406
2025,8,202508,DIST-004,AGO-402,80732292.0,5687
2025,8,202508,DIST_004,AGO-403,69202575.0,15445
2025,8,202508,DIST-005,AGW-501,95933566.0,11338
2025,8,202508,DIST-005,AGW-502,41733655.0,11329
2025,8,202508,DIST_005,AGW-503,75405443.0,8959
2025,8,202508,DIST-005,AGW-504,92021445.0,13708
2025,8,202508,DIST-006,AGU-601,66724208.0,10947
2025,8,202508,DIST-006,AGU-602,59355934.0,11579
2025,8,202508,DIST-006,AGU-603,31611195.0,11389
2025,8,202508,DIST-007,AGE-701,47584888.0,18913
2025,8,202508,DIST_007,AGE-702,80112717.0,11559
2025,8,202508,DIST-007,AGE-703,34543384.0,9770
2025,8,202508,DIST-007,AGE-704,64443877.0,11587
2025,8,202508,DIST-008,AGM-801,70051262.0,12398
2025,8,202508,DIST-008,AGM-802,99068817.0,16123
2025,8,202508,DIST-008,AGM-803,66704275.0,9667
2025,8,202508,DIST-008,AGM-804,38493499.0,16035
2025,8,202508,DIST-008,AGM-805,91744440.0,6983
2025,8,202508,DIST-009,AGA-901,38795449.0,19995
2025,8,202508,DIST-009,AGA-902,38073285.0,14130
2025,8,202508,DIST-009,AGA-903,68453306.0,11728
2025,8,202508,DIST_010,AGP-1001,36824088.0,15108
2025,8,202508,DIST-010,AGP-1002,74704618.0,18465
2025,8,202508,DIST_010,AGP-1003,30790999.0,7075
2025,8,202508,DIST-010,AGP-1004,84932434.0,17641
2025,9,202509,DIST-001,AGN-101,93569351.0,10479
2025,9,202509,DIST_001,AGN-102,46054984.0,12474
2025,9,202509,DIST-001,AGN-103,88065150.0,8608
2025,9,202509,DIST-002,AGC-201,65413431.0,10570
2025,9,202509,DIST-002,AGC-202,73975246.0,5102
2025,9,202509,DIST-002,AGC-203,43039795.0,14324
2025,9,202509,DIST_002,AGC-204,66143219.0,8860
2025,9,202509,DIST-003,AGS-301,69189643.0,5327
2025,9,202509,DIST-003,AGS-302,37017572.0,16189
2025,9,202509,DIST-003,AGS-303,32464668.0,16146
2025,9,202509,DIST_003,AGS-304,57343063.0,16402
2025,9,202509,DIST-003,AGS-305,95151417.0,9361
2025,9,202509,DIST-004,AGO-401,83591108.0,19969
2025,9,202509,DIST-004,AGO-402,40515979.0,6848
2025,9,202509,DIST-004,AGO-403,50737756.0,15822
2025,9,202509,DIST_005,AGW-501,83063291.0,16470
2025,9,202509,DIST-005,AGW-502,68835790.0,19503
2025,9,202509,DIST-005,AGW-503,46075161.0,10283
2025,9,202509,DIST_005,AGW-504,49270851.0,11504
2025,9,202509,DIST-006,AGU-601,75585195.0,12403
2025,9,202509,DIST-006,AGU-602,48643133.0,6374
2025,9,202509,DIST-006,AGU-603,58386596.0,18054
2025,9,202509,DIST_007,AGE-701,71963625.0,17767
2025,9,202509,DIST_007,AGE-702,42579671.0,7110
2025,9,202509,DIST_007,AGE-703,90198296.0,15099
2025,9,202509,DIST_007,AGE-704,36911878.0,18658
2025,9,202509,DIST-008,AGM-801,78393169.0,5126
2025,9,202509,DIST-008,AGM-802,31494835.0,18655
2025,9,202509,DIST-008,AGM-803,43668126.0,5565
2025,9,202509,DIST-008,AGM-804,73862775.0,6522
2025,9,202509,DIST-008,AGM-805,52838070.0,18874
2025,9,202509,DIST-009,AGA-901,34720723.0,19356
2025,9,202509,DIST-009,AGA-902,58345810.0,9563
2025,9,202509,DIST-009,AGA-903,59863962.0,12195
2025,9,202509,DIST_010,AGP-1001,35032660.0,8451
2025,9,202509,DIST-010,AGP-1002,67390522.0,16989
2025,9,202509,DIST-010,AGP-1003,89487715.0,8922
2025,9,202509,DIST_010,AGP-1004,37906422.0,9631
2025,10,202510,DIST-001,AGN-101,33457382.0,12307
2025,10,202510,DIST_001,AGN-102,94889764.0,6062
2025,10,202510,DIST-001,AGN-103,50226319.0,7103
2025,10,202510,DIST-002,AGC-201,92596023.0,10072
2025,10,202510,DIST-002,AGC-202,53573803.0,19354
2025,10,202510,DIST-002,AGC-203,50157662.0,16288
2025,10,202510,DIST-002,AGC-204,82394162.0,13393
2025,10,202510,DIST-003,AGS-301,67925095.0,14090
2025,10,202510,DIST-003,AGS-302,93593860.0,10087
2025,10,202510,DIST_003,AGS-303,74895681.0,18136
2025,10,202510,DIST-003,AGS-304,46759651.0,6604
2025,10,202510,DIST_003,AGS-305,40501306.0,6901
2025,10,202510,DIST-004,AGO-401,54860917.0,13705
2025,10,202510,DIST-004,AGO-402,93547592.0,12151
2025,10,202510,DIST-004,AGO-403,75362562.0,13438
2025,10,202510,DIST-005,AGW-501,64495710.0,8089
2025,10,202510,DIST-005,AGW-502,60691650.0,8828
2025,10,202510,DIST-005,AGW-503,74146559.0,19030
2025,10,202510,DIST-005,AGW-504,37660683.0,7211
2025,10,202510,DIST-006,AGU-601,79379525.0,8622
2025,10,202510,DIST_006,AGU-602,55559632.0,5014
2025,10,202510,DIST-006,AGU-603,33217809.0,6841
2025,10,202510,DIST_007,AGE-701,62883622.0,5303
2025,10,202510,DIST-007,AGE-702,69563308.0,11404
2025,10,202510,DIST-007,AGE-703,87153066.0,6180
2025,10,202510,DIST_007,AGE-704,80999280.0,11190
2025,10,202510,DIST-008,AGM-801,88089060.0,9784
2025,10,202510,DIST-008,AGM-802,73203651.0,16127
2025,10,202510,DIST-008,AGM-803,43732355.0,11619
2025,10,202510,DIST-008,AGM-804,50319240.0,17422
2025,10,202510,DIST-008,AGM-805,64539773.0,11821
2025,10,202510,DIST-009,AGA-901,74489078.0,7336
2025,10,202510,DIST_009,AGA-902,84823524.0,13952
2025,10,202510,DIST-009,AGA-903,56980152.0,10703
2025,10,202510,DIST-010,AGP-1001,48508096.0,18305
2025,10,202510,DIST-010,AGP-1002,46249956.0,12323
2025,10,202510,DIST_010,AGP-1003,51525956.0,17294
2025,10,202510,DIST-010,AGP-1004,73510794.0,13430
2025,11,202511,DIST-001,AGN-101,92056457.0,9419
2025,11,202511,DIST_001,AGN-102,73743694.0,17418
2025,11,202511,DIST-001,AGN-103,56704733.0,15786
2025,11,202511,DIST-002,AGC-201,113344466.0,16743
2025,11,202511,DIST_002,AGC-202,115590785.0,18497
2025,11,202511,DIST_002,AGC-203,52792372.0,6545
2025,11,202511,DIST_002,AGC-204,67164428.0,15609
2025,11,202511,DIST-003,AGS-301,94886084.0,7466
2025,11,202511,DIST-003,AGS-302,59835508.0,14107
2025,11,202511,DIST_003,AGS-303,94046436.0,5278
2025,11,202511,DIST_003,AGS-304,61635634.0,13821
2025,11,202511,DIST_003,AGS-305,106596538.0,13879
2025,11,202511,DIST-004,AGO-401,68215206.0,10278
2025,11,202511,DIST-004,AGO-402,38797440.0,11669
2025,11,202511,DIST_004,AGO-403,89213146.0,16816
2025,11,202511,DIST_005,AGW-501,73055129.0,13511
2025,11,202511,DIST-005,AGW-502,103600016.0,16516
2025,11,202511,DIST-005,AGW-503,90413417.0,18510
2025,11,202511,DIST-005,AGW-504,82703100.0,5216
2025,11,202511,DIST_006,AGU-601,76077716.0,10195
2025,11,202511,DIST-006,AGU-602,92193481.0,12649
2025,11,202511,DIST-006,AGU-603,56660785.0,9046
2025,11,202511,DIST-007,AGE-701,52381206.0,6455
2025,11,202511,DIST-007,AGE-702,38959838.0,9067
2025,11,202511,DIST_007,AGE-703,76178194.0,18053
2025,11,202511,DIST-007,AGE-704,39005178.0,17400
2025,11,202511,DIST-008,AGM-801,104515884.0,19876
2025,11,202511,DIST-008,AGM-802,39819960.0,11363
2025,11,202511,DIST_008,AGM-803,53405944.0,17440
2025,11,202511,DIST-008,AGM-804,40522134.0,12158
2025,11,202511,DIST-008,AGM-805,77556450.0,18482
2025,11,202511,DIST-009,AGA-901,65630116.0,8909
2025,11,202511,DIST-009,AGA-902,84276574.0,12169
2025,11,202511,DIST-009,AGA-903,106767694.0,14371
2025,11,202511,DIST-010,AGP-1001,41049160.0,9211
2025,11,202511,DIST_010,AGP-1002,40030342.0,5727
2025,11,202511,DIST_010,AGP-1003,41611931.0,11425
2025,11,202511,DIST-010,AGP-1004,55698362.0,12343
2025,12,202512,DIST_001,AGN-101,104013231.0,14769
2025,12,202512,DIST_001,AGN-102,49029254.0,6762
2025,12,202512,DIST-001,AGN-103,88897024.0,17575
2025,12,202512,DIST-002,AGC-201,65077645.0,5753
2025,12,202512,DIST-002,AGC-202,119398138.0,17476
2025,12,202512,DIST-002,AGC-203,105452747.0,10438
2025,12,202512,DIST-002,AGC-204,73362058.0,18748
2025,12,202512,DIST-003,AGS-301,101759770.0,14954
2025,12,202512,DIST-003,AGS-302,105945074.0,18574
2025,12,202512,DIST-003,AGS-303,106695113.0,12840
2025,12,202512,DIST-003,AGS-304,124423282.0,15161
2025,12,202512,DIST-003,AGS-305,111458964.0,5274
2025,12,202512,DIST-004,AGO-401,133512904.0,11392
2025,12,202512,DIST-004,AGO-402,90763688.0,12259
2025,12,202512,DIST-004,AGO-403,72610819.0,13614
2025,12,202512,DIST_005,AGW-501,112248850.0,5650
2025,12,202512,DIST-005,AGW-502,51639666.0,13989
2025,12,202512,DIST-005,AGW-503,113780012.0,17944
2025,12,202512,DIST-005,AGW-504,100015299.0,16784
2025,12,202512,DIST-006,AGU-601,67687988.0,12587
2025,12,202512,DIST-006,AGU-602,80638996.0,15920
2025,12,202512,DIST-006,AGU-603,102210423.0,17547
2025,12,202512,DIST_007,AGE-701,65734068.0,12044
2025,12,202512,DIST_007,AGE-702,106640282.0,10322
2025,12,202512,DIST-007,AGE-703,67105417.0,17612
2025,12,202512,DIST-007,AGE-704,121864100.0,15619
2025,12,202512,DIST-008,AGM-801,108689784.0,15597
2025,12,202512,DIST-008,AGM-802,129573465.0,13884
2025,12,202512,DIST_008,AGM-803,48081824.0,15989
2025,12,202512,DIST-008,AGM-804,61851776.0,8412
2025,12,202512,DIST_008,AGM-805,64692643.0,18250
2025,12,202512,DIST-009,AGA-901,137767776.0,8343
2025,12,202512,DIST-009,AGA-902,132625090.0,16920
2025,12,202512,DIST_009,AGA-903,127813924.0,13189
2025,12,202512,DIST-010,AGP-1001,95597335.0,13886
2025,12,202512,DIST-010,AGP-1002,66638419.0,10261
2025,12,202512,DIST-010,AGP-1003,74141136.0,11478
2025,12,202512,DIST_010,AGP-1004,72006893.0,17000
